ID,Name_lang,SetFlags,RequiredSkill,RequiredSkillRank,ItemID_0,ItemID_1,ItemID_2,ItemID_3,ItemID_4,ItemID_5,ItemID_6,ItemID_7,ItemID_8,ItemID_9,ItemID_10,ItemID_11,ItemID_12,ItemID_13,ItemID_14,ItemID_15,ItemID_16
892,霜巫套装,0,0,0,51747,51748,51749,51750,51751,0,0,0,0,0,0,0,0,0,0,0,0
893,霜巫战衣,0,0,0,51757,51758,51759,51760,51761,0,0,0,0,0,0,0,0,0,0,0,0
894,霜巫战甲,0,0,0,51752,51753,51754,51755,51756,0,0,0,0,0,0,0,0,0,0,0,0
895,伊米亚之王战甲,0,0,0,51771,51770,51769,51768,51767,0,0,0,0,0,0,0,0,0,0,0,0
896,伊米亚之王战铠,0,0,0,51776,51775,51774,51773,51772,0,0,0,0,0,0,0,0,0,0,0,0
897,天灾领主战甲,0,0,0,51686,51685,51684,51683,51682,0,0,0,0,0,0,0,0,0,0,0,0
898,天灾领主战铠,0,0,0,51691,51690,51689,51688,51687,0,0,0,0,0,0,0,0,0,0,0,0
899,光誓套装,0,0,0,51726,51725,51724,51723,51722,0,0,0,0,0,0,0,0,0,0,0,0
900,光誓战甲,0,0,0,51721,51720,51719,51718,51717,0,0,0,0,0,0,0,0,0,0,0,0
901,光誓战铠,0,0,0,51731,51730,51729,51728,51727,0,0,0,0,0,0,0,0,0,0,0,0
1991,夜幕杀手,0,0,0,255036,255038,255035,257609,257610,255042,255037,257684,0,0,0,0,0,0,0,0,0
1992,奥术师,0,0,0,255011,255013,255014,255015,255017,255018,255012,255016,0,0,0,0,0,0,0,0,0
1993,巨人追猎者,0,0,0,255060,255062,255059,255064,255066,255065,255061,255063,0,0,0,0,0,0,0,0,0
1994,恶魔之心,0,0,0,255024,255023,255025,255020,255021,255022,255026,255019,0,0,0,0,0,0,0,0,0
1995,预言,0,0,0,255029,255032,255031,255034,255028,255033,255030,255027,0,0,0,0,0,0,0,0,0
1996,预言之影,0,0,0,257621,257624,257623,257626,257620,257625,257622,257619,0,0,0,0,0,0,0,0,0
1997,北境,0,0,0,257631,257629,257634,257627,257632,257628,257630,257633,0,0,0,0,0,0,0,0,0
1998,北境之惧,0,0,0,256079,256072,256077,256076,256073,256078,256074,256075,0,0,0,0,0,0,0,0,0
1999,力量板甲,0,0,0,255080,255082,255079,257602,255077,255078,255081,255076,0,0,0,0,0,0,0,0,0
2000,力量,0,0,0,257615,257613,257618,257611,257616,257612,257614,257617,0,0,0,0,0,0,0,0,0
2001,秩序之源,0,0,0,255068,255070,255067,255071,255074,255072,255069,255073,0,0,0,0,0,0,0,0,0
2002,秩序之源板甲,0,0,0,257647,257645,257650,257643,257648,257644,257646,257649,0,0,0,0,0,0,0,0,0
2003,秩序之源战装,0,0,0,257637,257635,257639,257640,257638,257642,257636,257641,0,0,0,0,0,0,0,0,0
2004,塞纳里奥,0,0,0,255048,255050,255047,255045,255046,255043,255049,255044,0,0,0,0,0,0,0,0,0
2005,塞纳里奥皮衣,0,0,0,257655,257653,257658,257651,257656,257652,257654,257657,0,0,0,0,0,0,0,0,0
2006,塞纳里奥法衣,0,0,0,257664,257662,257659,257660,257665,257661,257663,257666,0,0,0,0,0,0,0,0,0
2007,大地之怒,0,0,0,255056,255058,255055,255054,255053,255052,255057,255051,0,0,0,0,0,0,0,0,0
2008,大地之怒的回响,0,0,0,257671,257669,257674,257667,257672,257668,257670,257673,0,0,0,0,0,0,0,0,0
2009,大地之怒的力量,0,0,0,257679,257677,257682,257675,257680,257676,257678,257681,0,0,0,0,0,0,0,0,0
2010,艾斯卡达尔之魂,0,0,0,255104,18202,18204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,亵渎者恐惧板甲,0,0,0,264444,264442,264446,264445,264443,0,0,0,0,0,0,0,0,0,0,0,0
2012,亵渎者战甲,0,0,0,264439,264441,264437,264438,264440,0,0,0,0,0,0,0,0,0,0,0,0
2029,哈卡之怒,0,0,0,268050,268051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,腐蚀者的恐怖板甲,0,0,0,268778,268779,268780,268777,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,光牙护甲,0,0,0,34575,34558,34448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,日怒盛装,0,0,0,34574,34557,34447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,晨灾圣装,0,0,0,34564,34541,34436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,地狱捕猎者护甲,0,0,0,34570,34549,34443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,启示盛装,0,0,0,34563,34528,34434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,启示法衣,0,0,0,34562,34527,34435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,碎日战甲,0,0,0,34569,34546,34441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,碎日护甲,0,0,0,34568,34547,34442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,毁灭恐怖板甲,0,0,0,269872,269873,269874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,毁灭战铠,0,0,0,269869,269870,269871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,裁决护甲,0,0,0,34560,34488,34433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,裁决圣装,0,0,0,34559,34487,34432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,裁决战甲,0,0,0,34561,34485,34431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,碎阳盛装,0,0,0,34566,34542,34437,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,碎阳甲胄,0,0,0,34567,34545,34439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,碎阳圣装,0,0,0,34565,34543,34438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,烈阳之心盛装,0,0,0,34572,34555,34446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,烈阳之心甲胄,0,0,0,34573,34556,34444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,烈阳之心圣装,0,0,0,34571,34554,34445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,枯萎行者护甲,0,0,0,271839,271840,271841,271842,271843,0,0,0,0,0,0,0,0,0,0,0,0
2069,枯萎行者战甲,0,0,0,271844,271845,271846,271847,271848,0,0,0,0,0,0,0,0,0,0,0,0
